"OBJECTID","x","y"
1151,99.723000,37.131000
1152,99.723000,37.131000
1153,99.723000,37.131000
1154,99.724000,37.131000
1155,99.724000,37.131000
1156,99.724000,37.131000
1157,99.724000,37.131000
1158,99.724000,37.131000
1159,99.724000,37.131000
1160,99.730000,37.131000
1161,99.736000,37.131000
1162,99.736000,37.131000
1163,99.737000,37.131000
1164,99.737000,37.131000
1165,99.737000,37.131000
1166,99.737000,37.131000
1167,99.737000,37.131000
1168,99.756000,37.131000
1169,99.758000,37.131000
1170,99.760000,37.131000
1171,99.760000,37.131000
1172,99.760000,37.131000
1173,99.760000,37.131000
1174,99.760000,37.131000
1175,99.760000,37.131000
1176,99.760000,37.131000
1177,99.760000,37.131000
1178,99.760000,37.131000
1179,99.760000,37.131000
1180,99.760000,37.131000
1181,99.760000,37.131000
1182,99.760000,37.131000
1183,99.760000,37.131000
1184,99.760000,37.131000
1185,99.760000,37.131000
1186,99.760000,37.131000
1187,99.760000,37.131000
1188,99.760000,37.131000
1189,99.760000,37.131000
1190,99.760000,37.131000
1191,99.760000,37.131000
1192,99.760000,37.131000
1193,99.760000,37.131000
1194,99.760000,37.131000
1195,99.760000,37.131000
1196,99.760000,37.131000
1197,99.760000,37.131000
1198,99.760000,37.131000
1199,99.760000,37.131000
1200,99.760000,37.131000
1201,99.760000,37.131000
1202,99.760000,37.131000
1203,99.760000,37.131000
1204,99.760000,37.131000
1205,99.760000,37.131000
1206,99.760000,37.131000
1207,99.760000,37.131000
1208,99.760000,37.131000
1209,99.760000,37.131000
1210,99.760000,37.131000
1211,99.760000,37.131000
1212,99.761000,37.131000
1213,99.761000,37.131000
1214,99.761000,37.131000
1215,99.761000,37.131000
1216,99.761000,37.131000
1217,99.761000,37.131000
1218,99.761000,37.131000
1219,99.761000,37.131000
1220,99.761000,37.131000
1221,99.761000,37.131000
1222,99.761000,37.131000
1223,99.761000,37.131000
1224,99.761000,37.131000
1225,99.761000,37.131000
1226,99.761000,37.131000
1227,99.761000,37.131000
1228,99.761000,37.131000
1229,99.766000,37.131000
1230,99.720000,37.132000
1231,99.723000,37.132000
1232,99.735000,37.132000
1233,99.736000,37.132000
1234,99.736000,37.132000
1235,99.736000,37.132000
1236,99.736000,37.132000
1237,99.736000,37.132000
1238,99.736000,37.132000
1239,99.736000,37.132000
1240,99.736000,37.132000
1241,99.736000,37.132000
1242,99.737000,37.132000
1243,99.737000,37.132000
1244,99.737000,37.132000
1245,99.737000,37.132000
1246,99.737000,37.132000
1247,99.737000,37.132000
1248,99.737000,37.132000
1249,99.737000,37.132000
1250,99.737000,37.132000
1251,99.760000,37.132000
1252,99.760000,37.132000
1253,99.760000,37.132000
1254,99.760000,37.132000
1255,99.760000,37.132000
1256,99.760000,37.132000
1257,99.760000,37.132000
1258,99.760000,37.132000
1259,99.761000,37.132000
1260,99.761000,37.132000
1261,99.761000,37.132000
1262,99.761000,37.132000
1263,99.725000,37.133000
1264,99.725000,37.133000
1265,99.727000,37.133000
1266,99.733000,37.133000
1267,99.734000,37.133000
1268,99.734000,37.133000
1269,99.734000,37.133000
1270,99.734000,37.133000
1271,99.735000,37.133000
1272,99.735000,37.133000
1273,99.735000,37.133000
1274,99.736000,37.133000
1275,99.736000,37.133000
1276,99.736000,37.133000
1277,99.736000,37.133000
1278,99.736000,37.133000
1279,99.736000,37.133000
1280,99.736000,37.133000
1281,99.736000,37.133000
1282,99.736000,37.133000
1283,99.736000,37.133000
1284,99.736000,37.133000
1285,99.736000,37.133000
1286,99.736000,37.133000
1287,99.736000,37.133000
1288,99.736000,37.133000
1289,99.736000,37.133000
1290,99.736000,37.133000
1291,99.736000,37.133000
1292,99.736000,37.133000
1293,99.736000,37.133000
1294,99.736000,37.133000
1295,99.736000,37.133000
1296,99.736000,37.133000
1297,99.736000,37.133000
1298,99.736000,37.133000
1299,99.736000,37.133000
1300,99.736000,37.133000
1301,99.736000,37.133000
1302,99.736000,37.133000
1303,99.736000,37.133000
1304,99.736000,37.133000
1305,99.736000,37.133000
1306,99.737000,37.133000
1307,99.737000,37.133000
1308,99.737000,37.133000
1309,99.737000,37.133000
1310,99.737000,37.133000
1311,99.747000,37.133000
1312,99.748000,37.133000
1313,99.760000,37.133000
1314,99.760000,37.133000
1315,99.723000,37.134000
1316,99.725000,37.134000
1317,99.727000,37.134000
1318,99.732000,37.134000
1319,99.734000,37.134000
1320,99.734000,37.134000
1321,99.735000,37.134000
1322,99.760000,37.134000
1323,99.760000,37.134000
1324,99.760000,37.134000
1325,99.765000,37.134000
1326,99.725000,37.135000
1327,99.726000,37.135000
1328,99.727000,37.135000
1329,99.727000,37.135000
1330,99.727000,37.135000
1331,99.727000,37.135000
1332,99.728000,37.135000
1333,99.728000,37.135000
1334,99.728000,37.135000
1335,99.728000,37.135000
1336,99.728000,37.135000
1337,99.728000,37.135000
1338,99.728000,37.135000
1339,99.728000,37.135000
1340,99.728000,37.135000
1341,99.750000,37.135000
1342,99.757000,37.135000
1343,99.759000,37.135000
1344,99.759000,37.135000
1345,99.759000,37.135000
1346,99.759000,37.135000
1347,99.728000,37.136000
1348,99.772000,37.136000
1349,99.775000,37.136000
1350,99.756000,37.137000
1351,99.756000,37.137000
1352,99.757000,37.137000
1353,99.733000,37.138000
1354,99.735000,37.138000
1355,99.735000,37.138000
1356,99.748000,37.138000
1357,99.757000,37.138000
1358,99.757000,37.138000
1359,99.758000,37.138000
1360,99.769000,37.138000
1361,99.757000,37.139000
1362,99.770000,37.139000
1363,99.785000,37.139000
1364,99.656000,37.140000
1365,99.757000,37.140000
1366,99.757000,37.140000
1367,99.757000,37.140000
1368,99.761000,37.140000
1369,99.754000,37.141000
1370,99.758000,37.141000
1371,99.760000,37.141000
1372,99.764000,37.141000
1373,99.754000,37.142000
1374,99.754000,37.142000
1375,99.754000,37.142000
1376,99.755000,37.142000
1377,99.755000,37.142000
1378,99.758000,37.142000
1379,99.754000,37.143000
1380,99.755000,37.143000
1381,99.755000,37.143000
1382,99.755000,37.143000
1383,99.756000,37.143000
1384,99.756000,37.143000
1385,99.756000,37.143000
1386,99.756000,37.143000
1387,99.756000,37.143000
1388,99.756000,37.143000
1389,99.756000,37.143000
1390,99.756000,37.143000
1391,99.756000,37.143000
1392,99.756000,37.143000
1393,99.740000,37.144000
1394,99.755000,37.144000
1395,99.756000,37.144000
1396,99.755000,37.145000
1397,99.755000,37.145000
1398,99.756000,37.145000
1399,99.755000,37.146000
1400,99.757000,37.146000
1401,99.757000,37.146000
1402,99.757000,37.146000
1403,99.498000,37.147000
1404,99.498000,37.147000
1405,99.757000,37.147000
1406,99.772000,37.147000
1407,99.744000,37.148000
1408,99.722000,37.149000
1409,99.651000,37.150000
1410,99.756000,37.151000
1411,99.756000,37.152000
1412,99.707000,37.153000
1413,99.744000,37.153000
1414,99.654000,37.155000
1415,99.757000,37.155000
1416,100.322000,37.157000
1417,99.745000,37.159000
1418,100.231000,37.160000
1419,99.673000,37.168000
1420,100.247000,37.168000
1421,99.726000,37.172000
1422,100.320000,37.172000
1423,99.685000,37.174000
1424,99.739000,37.174000
1425,99.812000,37.174000
1426,100.322000,37.174000
1427,99.751000,37.175000
1428,99.316000,37.177000
1429,99.603000,37.179000
1430,100.308000,37.179000
1431,100.175000,37.180000
1432,100.224000,37.180000
1433,100.238000,37.180000
1434,100.275000,37.180000
1435,100.229000,37.181000
1436,100.211000,37.182000
1437,100.267000,37.182000
1438,100.304000,37.182000
1439,100.305000,37.182000
1440,100.304000,37.183000
1441,100.303000,37.184000
1442,100.249000,37.185000
1443,100.173000,37.186000
1444,100.247000,37.186000
1445,100.247000,37.186000
1446,100.248000,37.186000
1447,100.248000,37.186000
1448,100.248000,37.186000
1449,100.249000,37.186000
1450,100.249000,37.186000
1451,100.249000,37.186000
1452,100.249000,37.186000
1453,100.249000,37.186000
1454,100.249000,37.186000
1455,100.249000,37.186000
1456,100.249000,37.186000
1457,100.250000,37.186000
1458,100.250000,37.186000
1459,100.252000,37.186000
1460,100.262000,37.186000
1461,100.301000,37.186000
1462,100.301000,37.186000
1463,100.247000,37.187000
1464,100.247000,37.187000
1465,100.247000,37.187000
1466,100.248000,37.187000
1467,100.254000,37.187000
1468,100.301000,37.187000
1469,100.220000,37.189000
1470,100.255000,37.189000
1471,100.292000,37.189000
1472,100.299000,37.189000
1473,100.299000,37.189000
1474,100.299000,37.189000
1475,100.299000,37.189000
1476,100.378000,37.189000
1477,100.256000,37.190000
1478,100.297000,37.190000
1479,100.298000,37.190000
1480,100.298000,37.190000
1481,100.298000,37.190000
1482,100.298000,37.190000
1483,100.298000,37.190000
1484,100.298000,37.190000
1485,100.298000,37.190000
1486,100.298000,37.190000
1487,100.298000,37.190000
1488,100.298000,37.190000
1489,100.298000,37.190000
1490,100.298000,37.190000
1491,100.299000,37.190000
1492,100.299000,37.190000
1493,100.252000,37.191000
1494,100.256000,37.191000
1495,100.296000,37.191000
1496,100.296000,37.191000
1497,100.296000,37.191000
1498,100.296000,37.191000
1499,100.296000,37.191000
1500,100.296000,37.191000
1501,100.296000,37.191000
1502,100.297000,37.191000
1503,100.297000,37.191000
1504,100.297000,37.191000
1505,100.297000,37.191000
1506,100.297000,37.191000
1507,100.297000,37.191000
1508,100.297000,37.191000
1509,100.297000,37.191000
1510,100.297000,37.191000
1511,100.297000,37.191000
1512,100.297000,37.191000
1513,100.297000,37.191000
1514,100.297000,37.191000
1515,100.297000,37.191000
1516,100.297000,37.191000
1517,100.297000,37.191000
1518,100.297000,37.191000
1519,100.297000,37.191000
1520,100.297000,37.191000
1521,100.297000,37.191000
1522,100.297000,37.191000
1523,100.297000,37.191000
1524,100.297000,37.191000
1525,100.297000,37.191000
1526,100.297000,37.191000
1527,100.297000,37.191000
1528,100.297000,37.191000
1529,100.297000,37.191000
1530,100.297000,37.191000
1531,100.297000,37.191000
1532,100.297000,37.191000
1533,100.297000,37.191000
1534,100.297000,37.191000
1535,100.297000,37.191000
1536,100.297000,37.191000
1537,100.297000,37.191000
1538,100.297000,37.191000
1539,100.297000,37.191000
1540,100.297000,37.191000
1541,100.297000,37.191000
1542,100.297000,37.191000
1543,100.297000,37.191000
1544,100.297000,37.191000
1545,100.297000,37.191000
1546,100.297000,37.191000
1547,100.297000,37.191000
1548,100.297000,37.191000
1549,100.297000,37.191000
1550,100.297000,37.191000
1551,100.299000,37.191000
1552,100.299000,37.191000
1553,99.780000,37.192000
1554,100.182000,37.192000
1555,100.261000,37.192000
1556,100.273000,37.192000
1557,100.293000,37.192000
1558,100.296000,37.192000
1559,100.296000,37.192000
1560,100.296000,37.192000
1561,100.296000,37.192000
1562,100.296000,37.192000
1563,100.296000,37.192000
1564,100.296000,37.192000
1565,100.296000,37.192000
1566,100.296000,37.192000
1567,100.296000,37.192000
1568,100.296000,37.192000
1569,100.296000,37.192000
1570,100.296000,37.192000
1571,100.296000,37.192000
1572,100.296000,37.192000
1573,100.296000,37.192000
1574,100.296000,37.192000
1575,100.296000,37.192000
1576,100.296000,37.192000
1577,100.296000,37.192000
1578,100.297000,37.192000
1579,100.297000,37.192000
1580,100.297000,37.192000
1581,100.297000,37.192000
1582,100.297000,37.192000
1583,100.297000,37.192000
1584,100.297000,37.192000
1585,100.297000,37.192000
1586,100.297000,37.192000
1587,100.297000,37.192000
1588,100.314000,37.192000
1589,100.331000,37.192000
1590,99.779000,37.193000
1591,99.780000,37.193000
1592,99.781000,37.193000
1593,100.261000,37.193000
1594,100.272000,37.193000
1595,100.295000,37.193000
1596,100.295000,37.193000
1597,100.295000,37.193000
1598,100.296000,37.193000
1599,100.296000,37.193000
1600,100.297000,37.193000
1601,99.260000,37.194000
1602,99.744000,37.194000
1603,100.259000,37.194000
1604,100.294000,37.194000
1605,100.294000,37.194000
1606,100.294000,37.194000
1607,100.294000,37.194000
1608,100.294000,37.194000
1609,100.294000,37.194000
1610,100.294000,37.194000
1611,100.294000,37.194000
1612,100.295000,37.194000
1613,100.295000,37.194000
1614,100.295000,37.194000
1615,100.295000,37.194000
1616,100.295000,37.194000
1617,100.295000,37.194000
1618,100.295000,37.194000
1619,100.295000,37.194000
1620,100.295000,37.194000
1621,100.295000,37.194000
1622,100.295000,37.194000
1623,100.295000,37.194000
1624,100.295000,37.194000
1625,100.295000,37.194000
1626,100.295000,37.194000
1627,100.295000,37.194000
1628,100.295000,37.194000
1629,100.295000,37.194000
1630,100.295000,37.194000
1631,100.295000,37.194000
1632,100.308000,37.194000
1633,100.173000,37.195000
1634,100.175000,37.195000
1635,100.176000,37.195000
1636,100.270000,37.195000
1637,100.271000,37.195000
1638,100.294000,37.195000
1639,100.294000,37.195000
1640,100.294000,37.195000
1641,100.294000,37.195000
1642,100.294000,37.195000
1643,100.294000,37.195000
1644,100.273000,37.196000
1645,100.284000,37.196000
1646,100.286000,37.196000
1647,100.308000,37.196000
1648,100.271000,37.197000
1649,100.273000,37.197000
1650,100.273000,37.197000
1651,100.274000,37.197000
1652,100.274000,37.197000
1653,100.274000,37.197000
1654,100.274000,37.197000
1655,100.274000,37.197000
1656,100.274000,37.197000
1657,100.275000,37.197000
1658,100.275000,37.197000
1659,100.275000,37.197000
1660,100.275000,37.197000
1661,100.275000,37.197000
1662,100.276000,37.197000
1663,100.277000,37.197000
1664,100.277000,37.197000
1665,100.277000,37.197000
1666,100.277000,37.197000
1667,100.277000,37.197000
1668,100.277000,37.197000
1669,100.278000,37.197000
1670,100.278000,37.197000
1671,100.278000,37.197000
1672,100.279000,37.197000
1673,100.279000,37.197000
1674,100.279000,37.197000
1675,100.279000,37.197000
1676,100.279000,37.197000
1677,100.279000,37.197000
1678,100.279000,37.197000
1679,100.279000,37.197000
1680,100.279000,37.197000
1681,100.279000,37.197000
1682,100.279000,37.197000
1683,100.279000,37.197000
1684,100.279000,37.197000
1685,100.280000,37.197000
1686,100.280000,37.197000
1687,100.280000,37.197000
1688,100.280000,37.197000
1689,100.280000,37.197000
1690,100.281000,37.197000
1691,100.281000,37.197000
1692,100.282000,37.197000
1693,100.289000,37.197000
1694,100.273000,37.198000
1695,100.274000,37.198000
1696,100.274000,37.198000
1697,100.274000,37.198000
1698,100.275000,37.198000
1699,100.275000,37.198000
1700,100.275000,37.198000
1701,100.276000,37.198000
1702,100.276000,37.198000
1703,100.276000,37.198000
1704,100.277000,37.198000
1705,100.277000,37.198000
1706,100.277000,37.198000
1707,100.277000,37.198000
1708,100.277000,37.198000
1709,100.277000,37.198000
1710,100.277000,37.198000
1711,100.277000,37.198000
1712,100.277000,37.198000
1713,100.277000,37.198000
1714,100.278000,37.198000
1715,100.278000,37.198000
1716,100.278000,37.198000
1717,100.279000,37.198000
1718,100.279000,37.198000
1719,100.279000,37.198000
1720,100.279000,37.198000
1721,100.279000,37.198000
1722,100.279000,37.198000
1723,100.279000,37.198000
1724,100.279000,37.198000
1725,100.279000,37.198000
1726,100.279000,37.198000
1727,100.279000,37.198000
1728,100.279000,37.198000
1729,100.279000,37.198000
1730,100.279000,37.198000
1731,100.280000,37.198000
1732,100.280000,37.198000
1733,100.280000,37.198000
1734,100.280000,37.198000
1735,100.280000,37.198000
1736,100.280000,37.198000
1737,100.280000,37.198000
1738,100.281000,37.198000
1739,100.281000,37.198000
1740,100.281000,37.198000
1741,100.281000,37.198000
1742,100.281000,37.198000
1743,100.281000,37.198000
1744,100.281000,37.198000
1745,100.281000,37.198000
1746,100.281000,37.198000
1747,100.281000,37.198000
1748,100.281000,37.198000
1749,100.281000,37.198000
1750,100.281000,37.198000
1751,100.281000,37.198000
1752,100.281000,37.198000
1753,100.282000,37.198000
1754,100.282000,37.198000
1755,100.282000,37.198000
1756,100.283000,37.198000
1757,100.310000,37.198000
1758,100.262000,37.199000
1759,100.270000,37.199000
1760,100.278000,37.199000
1761,100.279000,37.199000
1762,100.279000,37.199000
1763,100.279000,37.199000
1764,100.280000,37.199000
1765,100.280000,37.199000
1766,100.280000,37.199000
1767,100.280000,37.199000
1768,100.281000,37.199000
1769,100.281000,37.199000
1770,100.282000,37.199000
1771,100.282000,37.199000
1772,100.283000,37.199000
1773,100.283000,37.199000
1774,100.283000,37.199000
1775,100.285000,37.199000
1776,100.293000,37.199000
1777,100.255000,37.200000
1778,100.272000,37.200000
1779,100.280000,37.200000
1780,100.281000,37.200000
1781,100.282000,37.200000
1782,100.273000,37.201000
1783,100.274000,37.201000
1784,100.280000,37.201000
1785,100.251000,37.202000
1786,100.255000,37.202000
1787,100.274000,37.202000
1788,100.274000,37.202000
1789,100.277000,37.202000
1790,100.288000,37.202000
1791,99.198000,37.203000
1792,99.740000,37.203000
1793,100.275000,37.203000
1794,100.276000,37.203000
1795,100.282000,37.203000
1796,100.275000,37.204000
1797,100.283000,37.204000
1798,100.283000,37.204000
1799,100.193000,37.205000
1800,100.280000,37.205000
1801,100.283000,37.205000
1802,100.317000,37.205000
1803,100.250000,37.206000
1804,100.251000,37.206000
1805,100.251000,37.206000
1806,100.265000,37.206000
1807,100.379000,37.208000
1808,100.248000,37.209000
1809,100.285000,37.209000
1810,100.300000,37.210000
1811,99.205000,37.211000
1812,100.289000,37.211000
1813,100.242000,37.212000
1814,100.243000,37.212000
1815,100.272000,37.213000
1816,100.288000,37.215000
1817,100.262000,37.216000
1818,100.168000,37.217000
1819,100.230000,37.217000
1820,100.261000,37.217000
1821,100.263000,37.217000
1822,99.632000,37.219000
1823,99.251000,37.220000
1824,100.231000,37.220000
1825,100.242000,37.221000
1826,100.242000,37.221000
1827,100.242000,37.221000
1828,100.243000,37.221000
1829,100.284000,37.222000
1830,99.257000,37.223000
1831,100.290000,37.223000
1832,100.161000,37.224000
1833,100.252000,37.224000
1834,100.249000,37.227000
1835,100.338000,37.228000
1836,100.253000,37.230000
1837,100.253000,37.230000
1838,100.253000,37.230000
1839,100.265000,37.231000
1840,99.222000,37.236000
1841,100.251000,37.237000
1842,100.298000,37.237000
1843,100.253000,37.238000
1844,99.260000,37.239000
1845,99.260000,37.239000
1846,99.261000,37.240000
1847,99.262000,37.240000
1848,99.258000,37.241000
1849,99.262000,37.241000
1850,99.262000,37.241000
1851,99.277000,37.241000
1852,99.238000,37.242000
1853,99.239000,37.242000
1854,99.256000,37.242000
1855,99.228000,37.243000
1856,99.240000,37.243000
1857,99.242000,37.243000
1858,99.242000,37.243000
1859,99.257000,37.243000
1860,99.227000,37.244000
1861,99.237000,37.244000
1862,99.241000,37.244000
1863,99.242000,37.244000
1864,99.242000,37.244000
1865,99.242000,37.244000
1866,99.243000,37.244000
1867,99.243000,37.244000
1868,99.250000,37.244000
1869,99.250000,37.244000
1870,99.251000,37.244000
1871,99.253000,37.244000
1872,99.255000,37.244000
1873,99.256000,37.244000
1874,99.256000,37.244000
1875,99.256000,37.244000
1876,99.242000,37.245000
1877,99.242000,37.245000
1878,99.242000,37.245000
1879,99.243000,37.245000
1880,99.243000,37.245000
1881,99.243000,37.245000
1882,99.244000,37.245000
1883,99.256000,37.245000
1884,99.257000,37.245000
1885,99.257000,37.245000
1886,99.257000,37.245000
1887,100.331000,37.245000
1888,99.242000,37.247000
1889,99.273000,37.248000
1890,99.248000,37.249000
1891,99.248000,37.249000
1892,99.248000,37.249000
1893,99.249000,37.249000
1894,99.280000,37.249000
1895,99.470000,37.255000
1896,99.253000,37.256000
1897,99.252000,37.257000
1898,100.353000,37.258000
1899,99.257000,37.259000
1900,99.468000,37.259000
1901,99.266000,37.262000
1902,99.266000,37.262000
1903,99.267000,37.262000
1904,99.267000,37.262000
1905,99.267000,37.262000
1906,99.268000,37.262000
1907,99.268000,37.262000
1908,99.268000,37.262000
1909,99.268000,37.262000
1910,99.269000,37.262000
1911,99.261000,37.263000
1912,99.268000,37.263000
1913,99.268000,37.263000
1914,99.268000,37.263000
1915,99.269000,37.263000
1916,99.269000,37.263000
1917,99.270000,37.263000
1918,99.268000,37.264000
1919,99.269000,37.264000
1920,99.240000,37.265000
1921,99.277000,37.270000
1922,99.278000,37.270000
1923,99.278000,37.271000
1924,99.233000,37.272000
1925,99.314000,37.274000
1926,99.269000,37.278000
1927,99.269000,37.278000
1928,99.270000,37.278000
1929,99.270000,37.278000
1930,99.270000,37.278000
1931,99.270000,37.278000
1932,99.406000,37.278000
1933,99.405000,37.282000
1934,99.209000,37.284000
1935,99.292000,37.284000
1936,99.308000,37.294000
1937,99.113000,37.296000
1938,99.263000,37.298000
1939,99.198000,37.302000
1940,99.297000,37.313000
1941,99.313000,37.318000
1942,99.314000,37.318000
1943,99.309000,37.319000
1944,99.309000,37.319000
1945,99.309000,37.319000
1946,99.309000,37.319000
1947,99.310000,37.319000
1948,99.310000,37.319000
1949,99.310000,37.319000
1950,99.310000,37.319000
1951,99.310000,37.319000
1952,99.310000,37.319000
1953,99.310000,37.319000
1954,99.313000,37.319000
1955,99.310000,37.320000
1956,99.322000,37.328000
1957,99.266000,37.330000
1958,99.281000,37.352000
1959,99.226000,37.377000
