"OBJECTID","x","y"
883,99.606000,37.122000
884,99.731000,37.122000
885,99.731000,37.122000
886,99.732000,37.122000
887,99.732000,37.122000
888,99.732000,37.122000
889,99.732000,37.122000
890,99.732000,37.122000
891,99.732000,37.122000
892,99.733000,37.122000
893,99.733000,37.122000
894,99.733000,37.122000
895,99.733000,37.122000
896,99.733000,37.122000
897,99.733000,37.122000
898,99.733000,37.122000
899,99.733000,37.122000
900,99.733000,37.122000
901,99.733000,37.122000
902,99.733000,37.122000
903,99.733000,37.122000
904,99.733000,37.122000
905,99.733000,37.122000
906,99.734000,37.122000
907,99.734000,37.122000
908,99.735000,37.122000
909,99.760000,37.122000
910,99.760000,37.122000
911,99.760000,37.122000
912,99.760000,37.122000
913,99.760000,37.122000
914,99.760000,37.122000
915,99.763000,37.122000
916,99.774000,37.122000
917,99.710000,37.123000
918,99.714000,37.123000
919,99.727000,37.123000
920,99.732000,37.123000
921,99.732000,37.123000
922,99.733000,37.123000
923,99.733000,37.123000
924,99.733000,37.123000
925,99.733000,37.123000
926,99.733000,37.123000
927,99.733000,37.123000
928,99.733000,37.123000
929,99.733000,37.123000
930,99.733000,37.123000
931,99.734000,37.123000
932,99.734000,37.123000
933,99.737000,37.123000
934,99.755000,37.123000
935,99.762000,37.123000
936,99.762000,37.123000
937,99.729000,37.124000
938,99.731000,37.124000
939,99.731000,37.124000
940,99.732000,37.124000
941,99.732000,37.124000
942,99.732000,37.124000
943,99.732000,37.124000
944,99.732000,37.124000
945,99.733000,37.124000
946,99.734000,37.124000
947,99.734000,37.124000
948,99.734000,37.124000
949,99.734000,37.124000
950,99.755000,37.124000
951,99.761000,37.124000
952,99.762000,37.124000
953,99.762000,37.124000
954,99.762000,37.124000
955,99.762000,37.124000
956,99.762000,37.124000
957,99.762000,37.124000
958,99.762000,37.124000
959,99.763000,37.124000
960,99.763000,37.124000
961,99.763000,37.124000
962,99.772000,37.124000
963,99.729000,37.125000
964,99.730000,37.125000
965,99.732000,37.125000
966,99.732000,37.125000
967,99.732000,37.125000
968,99.732000,37.125000
969,99.733000,37.125000
970,99.733000,37.125000
971,99.733000,37.125000
972,99.734000,37.125000
973,99.734000,37.125000
974,99.734000,37.125000
975,99.734000,37.125000
976,99.734000,37.125000
977,99.734000,37.125000
978,99.735000,37.125000
979,99.735000,37.125000
980,99.737000,37.125000
981,99.746000,37.125000
982,99.762000,37.125000
983,99.762000,37.125000
984,99.762000,37.125000
985,99.762000,37.125000
986,99.762000,37.125000
987,99.762000,37.125000
988,99.762000,37.125000
989,99.722000,37.126000
990,99.731000,37.126000
991,99.731000,37.126000
992,99.732000,37.126000
993,99.733000,37.126000
994,99.733000,37.126000
995,99.733000,37.126000
996,99.734000,37.126000
997,99.734000,37.126000
998,99.734000,37.126000
999,99.734000,37.126000
1000,99.761000,37.126000
1001,99.762000,37.126000
1002,99.764000,37.126000
1003,99.764000,37.126000
1004,99.764000,37.126000
1005,99.764000,37.126000
1006,99.765000,37.126000
1007,99.765000,37.126000
1008,99.765000,37.126000
1009,99.676000,37.127000
1010,99.761000,37.127000
1011,99.761000,37.127000
1012,99.761000,37.127000
1013,99.761000,37.127000
1014,99.762000,37.127000
1015,99.762000,37.127000
1016,99.765000,37.127000
1017,99.766000,37.127000
1018,99.766000,37.127000
1019,99.727000,37.128000
1020,99.728000,37.128000
1021,99.730000,37.128000
1022,99.730000,37.128000
1023,99.735000,37.128000
1024,99.735000,37.128000
1025,99.735000,37.128000
1026,99.735000,37.128000
1027,99.735000,37.128000
1028,99.735000,37.128000
1029,99.735000,37.128000
1030,99.736000,37.128000
1031,99.736000,37.128000
1032,99.736000,37.128000
1033,99.736000,37.128000
1034,99.737000,37.128000
1035,99.737000,37.128000
1036,99.754000,37.128000
1037,99.759000,37.128000
1038,99.761000,37.128000
1039,99.761000,37.128000
1040,99.761000,37.128000
1041,99.761000,37.128000
1042,99.761000,37.128000
1043,99.761000,37.128000
1044,99.761000,37.128000
1045,99.761000,37.128000
1046,99.761000,37.128000
1047,99.761000,37.128000
1048,99.761000,37.128000
1049,99.761000,37.128000
1050,99.713000,37.129000
1051,99.714000,37.129000
1052,99.725000,37.129000
1053,99.726000,37.129000
1054,99.732000,37.129000
1055,99.735000,37.129000
1056,99.736000,37.129000
1057,99.736000,37.129000
1058,99.736000,37.129000
1059,99.736000,37.129000
1060,99.736000,37.129000
1061,99.737000,37.129000
1062,99.737000,37.129000
1063,99.738000,37.129000
1064,99.755000,37.129000
1065,99.760000,37.129000
1066,99.761000,37.129000
1067,99.761000,37.129000
1068,99.761000,37.129000
1069,99.761000,37.129000
1070,99.761000,37.129000
1071,99.761000,37.129000
1072,99.761000,37.129000
1073,99.761000,37.129000
1074,99.761000,37.129000
1075,99.762000,37.129000
1076,99.686000,37.130000
1077,99.699000,37.130000
1078,99.719000,37.130000
1079,99.723000,37.130000
1080,99.725000,37.130000
1081,99.731000,37.130000
1082,99.735000,37.130000
1083,99.735000,37.130000
1084,99.735000,37.130000
1085,99.736000,37.130000
1086,99.736000,37.130000
1087,99.736000,37.130000
1088,99.736000,37.130000
1089,99.736000,37.130000
1090,99.736000,37.130000
1091,99.736000,37.130000
1092,99.737000,37.130000
1093,99.745000,37.130000
1094,99.756000,37.130000
1095,99.760000,37.130000
1096,99.760000,37.130000
1097,99.760000,37.130000
1098,99.760000,37.130000
1099,99.760000,37.130000
1100,99.760000,37.130000
1101,99.760000,37.130000
1102,99.760000,37.130000
1103,99.760000,37.130000
1104,99.761000,37.130000
1105,99.761000,37.130000
1106,99.761000,37.130000
1107,99.761000,37.130000
1108,99.761000,37.130000
1109,99.761000,37.130000
1110,99.761000,37.130000
1111,99.761000,37.130000
1112,99.761000,37.130000
1113,99.761000,37.130000
1114,99.761000,37.130000
1115,99.761000,37.130000
1116,99.761000,37.130000
1117,99.761000,37.130000
1118,99.761000,37.130000
1119,99.761000,37.130000
1120,99.761000,37.130000
1121,99.761000,37.130000
1122,99.761000,37.130000
1123,99.761000,37.130000
1124,99.761000,37.130000
1125,99.761000,37.130000
1126,99.761000,37.130000
1127,99.761000,37.130000
1128,99.761000,37.130000
1129,99.761000,37.130000
1130,99.761000,37.130000
1131,99.761000,37.130000
1132,99.761000,37.130000
1133,99.761000,37.130000
1134,99.761000,37.130000
1135,99.761000,37.130000
1136,99.761000,37.130000
1137,99.761000,37.130000
1138,99.761000,37.130000
1139,99.761000,37.130000
1140,99.761000,37.130000
1141,99.761000,37.130000
1142,99.761000,37.130000
1143,99.762000,37.130000
1144,99.762000,37.130000
1145,99.721000,37.131000
1146,99.723000,37.131000
1147,99.723000,37.131000
1148,99.723000,37.131000
1149,99.723000,37.131000
1150,99.723000,37.131000
