x,y
91.39,29.837
90.624,30.022
91.44,29.818
91.4,29.821
91.406,29.826
91.395,29.84
91.4,29.831
91.407,29.823
91.44,29.817
93.186,29.125
91.446,29.813
91.449,29.932
91.412,29.817
91.397,29.825
91.408,29.823
91.449,29.828
91.421,29.823
91.404,29.828
91.487,29.831
91.44,29.834
91.093,29.588
91.225,30.103
89.795,29.99
90.973,29.918
91.402,29.831
91.406,29.834
91.449,29.832
91.404,29.829
91.419,29.816
91.441,29.82
91.43,29.813
91.429,29.815
91.433,29.811
91.406,29.828
91.41,29.825
91.417,29.846
91.433,29.81
91.025,29.916
91.412,29.828
91.427,29.819
91.443,29.85
91.43,29.814
91.428,29.819
91.438,29.816
91.433,29.82
91.352,29.852
91.345,29.853
91.365,29.862
91.343,29.859
91.362,29.862
91.368,29.854
91.367,29.856
91.358,29.853
91.32,29.958
91.006,29.879
91.354,29.851
91.461,29.858
89.938,29.958
91.348,29.858
91.346,29.851
91.349,29.852
91.355,29.854
91.35,29.852
91.332,29.856
91.348,29.851
91.27,29.735
91.35,29.851
91.349,29.851
91.343,29.853
91.353,29.851
91.377,29.841
91.355,29.857
91.35,29.85
91.352,29.851
91.301,29.854
91.356,29.849
91.345,29.854
91.358,29.828
91.352,29.85
91.347,29.853
91.382,29.855
91.342,29.859
91.015,29.972
91.351,29.852
91.341,29.855
91.353,29.854
91.344,29.852
91.351,29.849
91.355,29.855
91.351,29.851
91.351,29.85
91.357,29.849
91.282,29.9
91.343,29.86
91.426,29.799
91.342,29.854
91.353,29.853
91.351,29.854
91.344,29.853
91.346,29.854
91.342,29.855
91.354,29.854
91.34,29.857
91.355,29.862
91.353,29.85
91.278,29.904
91.277,29.904
91.279,29.906
91.266,29.894
91.536,29.706
91.278,29.891
91.182,29.901
91.266,29.907
91.244,29.891
91.238,29.879
91.84,29.943
91.241,29.882
91.116,29.952
91.249,29.877
91.173,29.87
91.239,29.881
91.084,29.951
91.221,29.904
91.241,29.883
91.24,29.882
91.238,29.883
91.198,29.904
91.191,29.874
91.272,29.881
91.22,29.904
91.239,29.883
91.252,29.88
91.157,29.906
91.239,29.884
91.17,29.908
91.249,29.878
90.402,29.499
91.25,29.879
91.225,29.89
91.248,29.877
91.242,29.882
91.25,29.878
91.241,29.884
91.979,31.288
91.79,31.305
91.221,29.905
91.787,31.31
91.318,30.53
91.241,29.887
91.596,30.568
91.183,29.971
91.222,29.905
91.823,31.537
90.4,29.015
90.409,28.989
91.8,31.568
91.723,31.554
90.114,29.164
90.415,28.998
91.725,31.555
91.726,31.55
90.402,28.997
90.838,29.34
91.727,31.537
91.747,31.582
90.324,29.054
90.408,28.989
91.524,30.553
91.782,31.556
90.411,28.995
90.404,28.99
90.387,29.01
90.407,29.033
91.011,29.227
90.406,29.033
90.412,29.022
90.407,29.032
90.397,29.02
90.405,29.031
90.418,28.998
90.415,28.997
90.376,28.987
90.399,29.029
90.401,29.04
90.377,29.035
90.429,28.986
90.398,29.029
90.411,29.034
90.406,28.99
90.411,28.993
90.404,28.989
90.323,29.068
90.406,28.989
90.404,28.987
90.405,28.989
90.394,29.0
90.394,29.002
90.405,28.99
90.392,29.001
90.406,29.032
90.407,28.989
90.411,28.994
90.39,29.008
91.401,28.494
90.412,28.995
90.39,29.011
90.38,28.962
90.399,29.03
90.045,28.967
90.39,29.009
90.401,29.03
90.395,29.002
90.392,29.002
90.346,29.005
90.812,28.944
90.08,29.175
90.39,29.01
90.409,29.033
90.389,29.007
90.416,29.008
90.436,29.033
90.396,29.07
90.402,29.03
90.391,29.01
90.392,29.003
90.4,29.031
90.392,29.009
90.613,29.088
90.4,29.03
90.704,28.966
90.426,28.982
90.413,29.03
90.418,28.997
90.4,29.037
90.412,28.997
90.405,29.032
90.401,29.029
90.401,29.038
90.411,28.996
90.4,29.038
97.191,28.302
90.726,29.168
90.404,29.03
90.41,29.033
91.261,29.089
89.844,29.22
91.882,28.74
90.351,29.017
90.373,29.023
90.401,29.019
90.73,29.218
90.03,28.986
90.4,29.029
90.394,29.053
90.411,29.032
90.402,29.037
90.425,29.051
90.375,29.093
90.416,29.036
90.442,29.037
90.406,29.037
89.619,29.388
90.425,29.022
90.506,29.005
90.401,29.01
90.197,29.082
90.341,29.059
90.471,30.338
90.401,29.035
90.396,29.034
90.403,29.03
90.117,29.052
90.435,29.067
89.188,29.238
90.411,29.06
90.419,29.02
90.401,29.036
90.385,29.096
90.404,29.061
90.414,29.037
90.403,29.031
90.426,29.039
90.424,28.965
90.453,29.033
88.862,29.701
90.228,29.124
89.335,29.346
89.39,29.339
89.34,29.35
89.346,29.345
89.334,29.345
89.345,29.346
89.335,29.345
89.354,29.358
89.358,29.358
89.389,29.371
89.316,29.323
89.347,29.344
89.604,30.937
89.4,29.334
89.345,29.351
89.339,29.37
89.391,29.316
89.528,29.344
89.39,29.316
89.338,29.342
89.359,29.359
89.27,29.4
89.397,29.336
89.33,29.351
89.397,29.335
89.416,29.379
89.357,29.343
89.303,29.378
89.439,29.396
89.358,29.359
89.376,29.338
89.341,29.339
89.605,29.362
89.323,29.387
89.372,29.338
89.359,29.358
89.339,29.342
89.346,29.34
89.35,29.357
89.387,29.312
89.36,29.333
89.589,29.28
91.285,29.122
92.556,29.79
89.345,29.345
89.415,29.33
89.386,29.342
89.387,29.313
89.396,29.336
89.4,29.351
89.338,29.339
89.202,29.372
89.183,29.285
89.339,29.341
87.97,29.219
89.342,29.339
90.238,29.342
89.396,29.356
89.407,29.34
89.032,29.229
89.396,29.337
89.416,29.345
89.401,29.339
89.397,29.33
89.389,29.314
89.457,29.325
89.388,29.314
89.371,29.323
89.391,29.319
89.381,29.31
89.388,29.364
89.435,29.352
89.438,29.401
89.34,29.341
89.391,29.356
89.399,29.343
89.339,29.34
89.399,29.339
89.388,29.31
89.388,29.309
89.399,29.345
89.381,29.311
89.38,29.311
89.363,29.138
89.377,29.313
89.405,29.334
89.384,29.323
89.385,29.309
89.362,29.339
89.4,29.339
89.39,29.313
89.45,29.337
89.373,29.313
89.4,29.333
89.391,29.311
89.363,29.354
88.997,28.788
89.343,29.341
89.343,29.36
89.348,29.343
85.629,29.299
89.341,29.338
89.345,29.347
88.851,29.136
89.342,29.338
89.353,29.357
89.352,29.358
89.346,29.344
89.386,29.311
89.402,29.332
89.389,29.313
89.377,29.372
91.111,29.279
89.44,29.298
89.352,29.343
89.354,29.343
89.375,29.315
89.389,29.389
91.696,30.145
89.478,29.364
89.401,29.335
89.367,29.306
91.723,30.228
89.473,29.35
89.35,29.343
89.342,29.342
89.381,29.359
89.344,29.345
89.353,29.342
89.395,29.336
89.343,29.342
89.36,29.303
89.401,29.326
89.362,29.352
89.38,29.359
89.403,29.332
89.386,29.309
89.342,29.347
89.401,29.334
89.327,29.345
89.341,29.359
94.653,32.901
89.34,29.358
89.369,29.341
89.372,29.32
89.364,29.36
89.355,29.343
89.376,29.32
89.602,29.15
89.229,29.301
89.351,29.358
89.354,29.366
89.369,29.363
89.37,29.322
89.354,29.342
87.328,29.378
89.351,29.359
89.351,29.353
89.514,29.303
89.379,29.357
89.353,29.343
89.394,29.362
89.386,29.341
89.342,29.341
89.39,29.352
89.387,29.354
89.403,29.336
89.385,29.35
89.385,29.355
89.356,29.343
89.374,29.362
89.384,29.355
89.364,29.365
89.412,29.344
89.386,29.354
89.343,29.344
89.351,29.343
89.349,29.343
89.404,29.332
90.269,30.048
89.41,29.331
89.409,29.331
89.387,29.31
89.448,29.312
89.506,29.308
89.409,29.332
89.384,29.31
89.398,29.314
89.436,29.329
89.469,29.385
89.398,29.335
89.466,29.326
89.606,30.049
89.392,29.313
89.401,29.34
89.429,29.331
89.384,29.312
89.4,29.315
89.306,29.348
89.353,29.305
89.419,29.383
89.394,29.337
89.398,29.315
89.392,29.331
89.4,29.335
87.806,29.535
89.342,29.355
89.394,29.334
89.4,29.34
89.326,29.343
89.382,29.37
89.305,29.426
89.378,29.357
89.384,29.344
89.399,29.313
89.391,29.308
89.4,29.314
89.391,29.313
89.389,29.312
89.392,29.308
89.39,29.311
89.563,29.333
89.361,29.344
89.418,29.364
89.372,29.314
89.395,29.322
89.398,29.336
89.373,29.315
89.337,29.328
89.388,29.341
89.397,29.337
89.35,29.346
89.399,29.349
89.45,29.365
89.4,29.349
89.39,29.312
89.407,29.348
89.391,29.309
89.35,29.339
89.393,29.342
89.388,29.308
89.389,29.308
89.383,29.309
89.401,29.336
89.747,29.289
88.938,29.488
89.426,29.336
89.394,29.308
89.383,29.328
89.788,29.45
89.391,29.31
89.402,29.304
89.368,29.318
89.395,29.337
89.498,29.328
89.381,29.199
89.384,29.316
89.389,29.311
89.399,29.334
89.386,29.313
89.389,29.347
89.403,29.34
89.39,29.314
89.404,29.309
89.386,29.31
89.383,29.31
89.392,29.312
89.486,29.358
89.391,29.301
89.388,29.313
89.392,29.311
89.373,29.324
89.385,29.308
89.605,29.36
89.41,29.333
89.389,29.334
89.43,29.37
89.403,29.323
89.391,29.312
89.396,29.357
89.398,29.323
89.387,29.224
89.458,29.344
89.38,29.357
89.408,29.332
89.389,29.373
89.435,29.356
89.392,29.355
89.091,29.029
89.393,29.355
88.529,29.418
89.393,29.354
89.618,29.322
89.356,29.342
89.342,29.34
89.368,29.3
89.385,29.316
89.357,29.338
88.813,29.171
88.826,29.175
89.325,29.366
88.809,29.17
88.852,29.193
88.788,29.172
88.609,29.139
88.866,29.19
88.819,29.174
88.715,29.031
89.136,29.271
88.842,29.188
88.825,29.183
88.84,29.187
88.843,29.189
88.833,29.183
88.817,29.178
88.812,29.177
88.833,29.184
88.816,29.178
88.818,29.177
88.892,29.165
88.839,29.187
88.834,29.18
88.818,29.179
88.835,29.183
88.841,29.188
88.81,29.177
88.814,29.178
88.813,29.177
88.817,29.179
88.815,29.178
88.82,29.177
88.847,29.186
88.731,29.257
88.683,29.223
88.898,29.153
82.419,28.468
88.844,29.182
88.87,29.179
86.737,27.803
88.851,29.187
89.489,29.335
88.825,29.18
88.867,29.196
88.824,29.179
88.824,29.182
87.202,29.528
88.827,29.179
88.839,29.22
88.826,29.179
88.964,29.185
88.851,29.189
88.831,29.181
88.824,29.181
88.823,29.179
88.85,29.188
88.817,29.177
88.821,29.18
88.895,29.179
88.851,29.19
88.825,29.181
88.851,29.191
88.822,29.18
88.848,29.187
88.82,29.178
88.822,29.181
88.818,29.178
88.851,29.188
88.845,29.187
88.798,29.186
87.985,29.289
88.769,29.188
88.846,29.189
88.626,29.163
88.854,29.188
88.854,29.189
88.826,29.184
89.524,28.489
88.822,29.179
88.92,29.097
88.822,29.178
88.823,29.178
88.825,29.179
88.853,29.189
88.852,29.187
88.833,29.206
88.824,29.18
88.824,29.178
88.821,29.177
88.825,29.178
88.86,29.194
88.853,29.188
88.852,29.186
88.969,29.224
88.823,29.182
88.946,29.147
88.84,29.182
88.828,29.18
88.827,29.183
88.853,29.187
88.829,29.18
88.854,29.187
88.826,29.18
88.85,29.186
87.663,29.203
88.822,29.182
88.866,29.173
88.549,29.047
88.828,29.17
88.831,29.18
88.864,29.18
88.868,29.181
88.852,29.188
88.621,29.127
88.87,29.185
88.843,29.185
88.833,29.182
88.842,29.187
88.823,29.18
88.847,29.187
89.289,29.702
88.8,29.176
88.821,29.178
88.85,29.187
88.855,29.187
88.804,29.186
88.785,29.194
88.856,29.189
88.821,29.181
88.834,29.179
87.234,29.46
88.831,29.183
88.919,29.161
88.836,29.154
88.847,29.181
88.823,29.181
88.846,29.187
88.846,29.182
88.82,29.184
88.837,29.197
88.796,29.182
88.783,29.171
88.847,29.182
88.779,29.187
88.853,29.203
88.861,29.186
88.826,29.141
88.851,29.186
89.784,29.093
88.72,29.337
88.82,29.179
88.828,29.183
88.896,29.189
88.873,29.178
88.871,29.177
88.845,29.177
88.845,29.183
88.825,29.184
88.813,29.181
88.835,29.167
88.821,29.179
88.846,29.185
88.923,29.132
88.816,29.181
88.815,29.181
90.391,29.029
90.567,29.024
85.278,30.231
90.399,29.032
90.412,29.034
90.395,29.01
90.41,29.035
90.486,29.1
90.411,29.033
90.412,29.033
90.413,29.033
90.413,29.034
90.415,29.034
90.418,29.035
90.417,29.034
90.415,29.035
90.398,29.019
90.391,29.009
90.417,29.035
90.115,29.372
94.036,28.989
90.417,29.04
90.487,29.068
90.413,29.054
90.412,29.057
90.41,29.059
90.278,28.978
90.415,29.08
90.242,29.033
90.241,29.518
90.695,29.186
90.416,29.052
90.427,29.049
90.388,29.031
90.418,29.037
89.771,29.052
90.416,29.051
90.421,29.054
90.414,29.035
90.414,29.034
90.408,29.033
90.419,29.038
90.414,29.062
90.419,29.037
90.419,29.055
90.422,29.054
90.417,29.036
90.361,29.05
90.415,29.052
90.41,29.058
90.47,29.044
90.411,29.057
90.413,29.055
95.199,25.946
90.418,29.036
90.415,29.053
90.414,29.053
90.417,29.037
90.412,29.056
90.418,29.052
90.422,29.045
90.728,28.983
90.421,29.044
90.422,29.044
90.399,29.034
90.398,29.034
90.166,29.074
90.416,29.041
90.422,29.053
90.416,29.034
89.851,28.758
90.419,29.036
90.437,29.031
90.419,29.035
90.428,29.032
90.463,29.056
90.42,29.045
90.416,29.073
90.418,29.039
90.42,29.046
90.422,29.052
90.419,29.045
90.421,29.052
90.457,29.038
90.404,29.017
90.424,29.038
90.456,29.059
90.362,28.998
90.42,29.047
90.48,28.974
90.42,29.048
90.42,29.036
90.419,29.049
90.419,29.048
90.419,29.039
90.464,29.009
90.507,29.043
90.532,29.109
90.426,29.064
90.42,29.054
90.419,29.05
90.42,29.053
90.423,29.047
90.416,29.045
90.402,29.063
90.371,29.026
91.457,30.065
90.42,29.05
90.713,29.516
90.418,29.05
91.979,31.203
91.482,29.976
91.719,31.22
91.395,29.842
91.47,29.827
91.719,31.211
91.381,29.84
90.233,30.68
91.497,30.335
91.373,29.844
91.639,31.047
91.394,29.843
91.419,29.8
91.62,29.936
91.422,29.804
91.419,29.819
91.419,29.803
91.527,29.739
91.423,29.79
91.426,29.817
91.422,29.802
91.42,29.805
91.421,29.803
91.421,29.806
91.418,29.806
91.343,29.81
91.248,29.798
91.486,29.775
91.47,29.811
91.421,29.802
91.343,29.811
89.256,31.275
91.42,29.803
91.581,29.814
91.419,29.806
91.422,29.816
91.357,29.829
91.425,29.808
91.386,29.797
91.416,29.797
91.414,29.782
91.422,29.815
91.413,29.825
91.422,29.814
91.418,29.805
91.417,29.804
91.37,29.86
91.418,29.802
90.894,30.009
91.421,29.805
91.432,30.359
91.42,29.804
91.417,29.799
91.395,29.796
91.381,29.819
91.416,29.804
91.386,29.754
91.416,29.81
91.429,29.797
91.418,29.819
91.425,29.8
91.418,29.807
91.417,29.808
91.416,29.809
91.427,29.815
91.72,29.66
91.358,29.814
91.419,29.818
91.422,29.821
91.336,29.769
90.221,28.975
91.418,29.818
91.414,29.81
91.421,29.815
91.417,29.817
91.418,29.767
91.416,29.802
91.401,29.802
91.416,29.808
91.416,29.812
92.505,29.885
91.468,29.922
91.369,29.811
91.412,29.811
91.429,29.802
91.439,29.807
91.418,29.812
91.392,29.827
91.422,29.803
91.419,29.798
91.537,29.789
91.417,29.8
91.421,29.825
91.417,29.819
91.421,29.804
91.421,29.83
93.785,29.383
91.41,29.813
91.423,29.821
91.489,29.795
91.418,29.811
91.406,29.808
91.457,29.802
91.39,29.79
91.423,29.816
91.424,29.809
91.783,29.683
90.744,29.856
91.425,29.812
91.423,29.811
91.426,29.815
91.429,29.815
91.427,29.816
90.862,29.634
91.403,29.79
91.435,29.766
91.437,29.803
92.766,28.292
91.427,29.8
91.423,29.809
91.4,29.825
91.411,29.822
91.408,29.835
91.415,29.827
91.312,29.775
91.405,29.822
91.41,29.822
92.06,29.866
91.399,29.848
91.486,29.885
91.375,29.795
91.422,29.829
93.817,29.675
91.421,29.821
91.422,29.811
91.419,29.797
91.424,29.807
91.422,29.81
90.017,29.665
93.366,30.763
91.423,29.8
91.424,29.801
95.567,30.05
91.418,29.828
91.425,29.809
91.425,29.807
91.427,29.795
91.45,29.79
91.417,29.827
93.781,33.121
91.419,29.82
91.628,29.854
91.474,29.827
90.817,29.985
91.468,29.791
91.415,29.813
91.409,29.796
91.42,29.813
91.426,29.819
91.422,29.822
91.428,29.816
91.429,29.8
91.423,29.81
91.439,29.811
91.281,29.856
91.421,29.813
90.015,29.752
91.428,29.8
91.242,29.941
91.426,29.8
92.639,29.428
91.426,29.795
91.479,29.786
91.427,29.799
91.453,29.808
91.427,29.802
91.364,29.793
91.427,29.801
91.644,29.822
91.427,29.798
91.408,29.81
91.424,29.81
91.423,29.798
91.427,29.797
91.42,29.81
91.412,29.797
91.416,29.817
91.421,29.814
91.43,29.803
91.349,29.774
91.37,29.817
91.745,29.794
91.419,29.804
91.416,29.82
91.415,29.824
91.407,29.83
91.408,29.808
91.698,29.854
91.436,29.824
91.412,29.813
91.427,29.805
91.496,29.848
90.999,29.675
91.415,29.816
91.453,29.783
91.408,29.809
91.416,29.801
91.412,29.815
90.385,30.064
91.422,29.812
91.402,29.803
91.419,29.807
91.39,29.793
91.483,29.706
91.438,29.769
91.407,29.808
89.187,29.519
91.444,29.813
91.407,29.809
91.377,29.802
91.637,29.378
91.423,29.801
91.428,29.809
91.431,29.809
90.801,29.821
91.416,29.816
94.338,28.321
91.426,29.839
91.427,29.819
91.42,29.814
91.488,29.783
91.429,29.809
91.445,29.755
89.283,30.239
91.412,29.806
91.425,29.799
91.424,29.775
91.414,29.808
91.326,29.788
91.716,29.739
91.31,29.965
91.428,29.837
91.406,29.81
91.717,29.893
91.403,29.809
91.413,29.81
91.444,29.778
91.334,29.822
91.417,29.811
91.405,29.812
91.427,29.796
91.434,29.801
91.403,29.808
91.428,29.803
91.42,29.807
91.424,29.808
91.425,29.804
91.419,29.805
90.929,30.119
91.907,30.106
91.403,29.811
91.315,29.722
91.34,29.815
91.433,29.81
95.001,30.329
91.417,29.826
91.432,29.806
91.464,29.781
91.313,29.852
91.403,29.76
91.485,29.79
91.432,29.807
91.383,29.799
91.42,29.806
91.413,29.817
91.41,29.818
91.418,29.816
91.424,29.824
91.35,29.829
91.425,29.811
91.418,29.801
91.858,30.075
91.434,29.804
91.675,29.821
91.435,29.769
91.427,29.809
89.495,30.681
91.416,29.805
93.101,31.57
91.42,29.8
91.377,29.786
91.42,29.799
91.421,29.799
91.442,29.796
91.419,29.799
91.415,29.808
91.417,29.796
91.422,29.798
91.44,29.797
91.443,29.798
91.442,29.814
91.632,29.832
92.082,29.626
91.433,29.787
91.341,29.883
91.424,29.798
91.432,29.813
91.52,29.707
91.458,29.799
91.818,30.018
91.433,29.814
91.421,29.8
91.406,29.812
91.42,29.818
91.412,29.812
91.407,29.81
91.424,29.796
91.403,29.813
91.426,29.802
91.421,29.812
91.424,29.802
91.246,29.84
91.417,29.802
91.404,29.812
91.404,29.81
91.44,29.799
91.403,29.814
91.412,29.792
91.337,29.819
91.417,29.82
91.166,29.893
91.531,29.777
91.405,29.81
91.415,29.805
91.342,29.796
91.418,29.82
92.04,29.949
91.416,29.796
91.405,29.813
91.39,29.754
91.455,29.833
91.417,29.807
91.427,29.804
91.428,29.799
90.338,30.244
91.429,29.799
91.421,29.795
91.42,29.794
91.43,29.8
91.429,29.798
91.428,29.797
90.332,29.902
91.428,29.798
91.443,29.808
91.711,29.747
90.154,30.02
91.431,29.806
91.448,29.81
91.424,29.797
91.423,29.799
91.429,29.803
92.382,29.843
91.959,29.647
93.084,30.821
91.42,29.802
94.128,30.873
91.416,29.8
91.418,29.798
91.411,29.816
91.452,29.773
91.422,29.8
91.455,29.784
91.426,29.797
91.451,29.785
91.765,29.727
91.45,29.801
91.434,29.802
91.409,29.816
91.412,29.816
91.413,29.815
91.411,29.817
91.439,29.813
94.16,30.099
91.437,29.814
91.397,29.853
91.424,29.805
91.401,29.862
91.425,29.813
91.431,29.81
91.426,29.81
91.425,29.831
91.471,29.823
91.485,29.648
90.821,29.916
91.448,29.803
91.424,29.795
91.419,29.802
91.413,29.798
91.441,29.738
91.465,29.798
91.413,29.8
91.432,29.797
91.414,29.809
91.433,29.809
91.423,29.804
91.432,29.81
91.431,29.802
91.426,29.805
91.428,29.814
90.376,29.757
91.442,29.813
91.423,29.808
91.418,29.8
91.645,29.633
91.417,29.805
91.422,29.808
91.371,29.818
91.413,29.811
91.415,29.809
91.438,29.817
91.426,29.809
91.404,29.798
91.401,29.811
91.43,29.809
91.45,29.816
91.428,29.81
91.412,29.793
91.43,29.807
91.43,29.811
91.479,29.867
91.423,29.787
91.426,29.808
91.013,29.928
91.33,29.97
91.299,29.815
91.429,29.807
91.818,29.546
91.429,29.805
91.997,29.947
